;idn;library;title;subtitle;category;date;person;ddc;issn
1944;012776300;zdb;Studia Judaica;Forschungen zur Wissenschaft des Judentums;6,23;1961-;;290;0585-5306
1945;010068317;zdb;Historia iudaica;a journal of studies in Jewish history, especially in legal and economic history of Jews;1;1938-1961;;290;
1946;019199767;zdb;Conditio Judaica [Iudaica];"CJ ; Studien und Quellen zur deutsch-jüdischen Literatur- und Kulturgeschichte";;1992-;;940;0941-5866
1947;014434229;zdb;Jahrbuch / Archiv Bibliographia Judaica e.V;;JUDAICA;1986-1990;;290;
1948;1260509621;zdb;Arnold and Deanne Kaplan Collection of Early American Judaica;;;[2021]-;;;
1949;012616478;zdb;Judaica;Beiträge zum Verstehen des Judentums;13;1945-[2018];;;0022-572X
1950;100585310X;zdb;Judaica librarianship;;JUDAICA;1983-;;290;2330-2976
1952;1103167316;zdb;Musica judaica;journal of the American Society for Jewish Music;9,2;[1976]-;;290;
1954;010003479;zdb;Arbeitsinformationen über Studienprojekte auf dem Gebiet der Geschichte des deutschen Judentums und des Antisemitismus;;JUDAICA;1963-2001;;900;0341-8340
1955;1244409480;zdb;Tiroš;trudy po iudaike, slavistike, orientalistike = Tirosh : jewish, slavic and oriental studies;OST;[2003?]-;;290;
1956;012647837;zdb;Jüdische Arbeits- und Wanderfürsorge;;JUDAICA;1927-1929;;070;
1959;369310837;zdb;Der Anfang;Vierteljahresschrift [Jg. 1.1948, Nr 4: Zeitschrift] für die Schuljugend;;1948-1948;;370;
1963;980265207;zdb;Der Anfang;Zeitschrift der Jugend;JUDAICA;1911-1914;;741.5;
1964;012958859;zdb;Der Anfang;Zeitschrift der Jugend;;1911-1933;;741.5;
1965;015180816;zdb;Der neue Anfang;Zeitschr. d. Jugend;;1919-1920;;050;
1972;015897842;zdb;Di neie welṭ; a ṭegliche politiše un liṭerariše tzeiṭung = Die neue Welt = Di naje Velt;JUDAICA;1906-1910;;290;
1985;1112630406;zdb;Die neue Welt;Revue;JUDAICA;2005;;070;
1990;012845698;zdb;Die neue Welt;zionistisch-revisionistische Zeitschrift;JUDAICA;1927-1948;;070;
1996;984069623;zdb;Die neue Welt;Revue;JUDAICA;1927-1938;;070;
1999;010269851;zdb;Bayerische israelitische Gemeindezeitung;;JUDAICA;1925-1937;;290;
2002;979088755;zdb;Zeitschrift für die religiösen Interessen des Judenthums;;JUDAICA;1844-1846;;290;2509-9043
2003;1104175916;zdb;Zeitschrift für die religiösen Interessen des Judenthums;;;[1844-1845?];;290;2509-9043
2005;025268694;zdb;Mitteilungen des Gesamtarchivs der Deutschen Juden;;JUDAICA;1909-1926;;050;2193-5173
2006;012614661;zdb;Mitteilungen des Gesamtarchivs der Deutschen Juden;;63;1908-1926;;070;2193-5165
2011;012001678;zdb;KC-Mitteilungen;Mitteilungsbl. d. im Kartell-Convent der Verbindungen Deutscher Studenten Jüdischen Glaubens vereinigten Korporationen;24;1924-1933;;070;
2012;980804469;zdb;KC-Mitteilungen;Mitteilungsblatt der im Kartell-Convent der Verbindungen Deutscher Studenten Jüdischen Glaubens vereinigten Korporationen;JUDAICA;1924-1930;;070;
2013;980373379;zdb;Die Kreatur;eine Zeitschrift;JUDAICA;1926-1930;;050;
2015;015261735;zdb;Jüdische Schulzeitung;Monatsschrift für Erziehung, Unterricht und Schulpolitik;JUDAICA;1925-1938;;290;
2017;015223787;zdb;Der jüdische Wille;Zeitschrift des Kartells jüdischer Verbindungen;JUDAICA;1918-1937;;290;
2018;98002322X;zdb;Der jüdische Wille;Zeitschrift des Kartells jüdischer Verbindungen;JUDAICA;1918-;;290;
2022;012938408;zdb;Freie Tribüne;Organ der Jüdischen Sozialistischen Arbeiterpartei Poale Zion in Deutschösterreich;;1919-1923;;290;
2028;1112574158;zdb;Freie Tribüne;Organ der Jüdischen Kommunistischen Partei Österreichs;JUDAICA;2005;;290;
2031;979286123;zdb;Freie Tribüne;"Organ der jüdischen sozialdemokratischen Partei ""Poale Zion""";JUDAICA;1919-1921;;290;
2038;587290145;zdb;"Jugendblätter des ""Esra""";;;1920-1932;;050;
2039;012778370;zdb;Esra;Monatsschrift des jüdischen Akademikers;;1919-1920;;290;
2044;1060806231;zdb;Anachnu : Jüngerenschrift des Esra Leipzig;= Wir;;1933-;;;
2053;027034054;zdb;Monatsschrift für Geschichte und Wissenschaft des Judentums;;0;1851-1939;;290;2509-9051
2054;1031567356;zdb;Monatsschrift für Geschichte und Wissenschaft des Judentums;;JUDAICA;[1856?-1939];;290;2509-9051
2061;989962709;zdb;Der Morgen;"central organ fun der farainigter arbeter funt ""MP'M"" in daišland = Jewish magazine";;1949-1949;;050;
2063;015528723;zdb;Der Morgen;jugoslawische Presse für Volkswirtschaft, Kultur und öffentliches Leben;;1923-1926;;070;
2081;011235365;zdb;Der Morgen;Monatsschrift der Juden in Deutschland;JUDAICA;1925-1938;;070;
2088;012047694;zdb;Menora;publ. de culturǎ iudaicǎ a cenaclului literar = Menorah;;1959-1965;;910;
2089;016181344;zdb;Die Menorah;Zeitschrift der Jüdischen Gemeinde Aachen;;1984-1995;;290;
2090;016896734;zdb;Menorah;revista noticiosa al servicio de la comunidad judía de Colombia;;1954-1960;;290;
2091;01929784X;zdb;Menorah;Magazin für Erziehung und Kultur;;1972-1988;;290;
2092;015988066;zdb;Menorah;;;1924-1933;;290;
2093;1014154146;zdb;Menorah-Bücherei;;;1925-;;;
2094;990385299;zdb;The Menorah series;;;1994-;;900;
2095;989885364;zdb;Menorah;joods jaarboek;;1940-1940;;050;
2096;012829870;zdb;Menorah;;;1920-1921;;050;
2097;012913944;zdb;Menorah;Jugendzeitung der Zentralwohlfahrtsstelle der Juden in Deutschland, Jugendreferat;JUDAICA;1958-1960;;360;
2098;966079477;zdb;Colección Menoráh;;13;0000-;;050;
2099;1007791888;zdb;Menorah publications;;0;2010-;;290;
2100;010291768;zdb;Menorah;Australian journal of jewish studies;JUDAICA;1987-1990;;290;0819-9957
2101;1213270537;zdb;Menorah;;LATAM;[1975-1980?];;;
2102;1286003814;zdb;Menora;;JUDAICA;1985-1985;;290;
2103;012829862;zdb;Menorah;jüdisches Familienblatt für Wissenschaft, Kunst und Literatur;JUDAICA;1923-1932;;050;
2104;982154429;zdb;Menorah review;for the enrichment of Jewish thought;JUDAICA;[1984-2015];;050;
2105;011958189;zdb;The Menorah journal;;GER;1915-1962;;290;
2106;1220787841;zdb;Die Menorah ;dt.-israel. Familienblatt ;;1891;;;
2108;025267302;zdb;Wissenschaftliche Zeitschrift für jüdische Theologie;;0;1835-1847;;230;
2110;015178323;zdb;Haj- Jōnā;Zeitschrift für die Wissenschaft des Judenthums;JUDAICA;1851-1851;;290;
2116;980033349;zdb;Zeitschrift für die Wissenschaft des Judenthums;;JUDAICA;1823-1823;;290;
2117;014426544;zdb;Zeitschrift für die Wissenschaft des Judenthums;;1;1822-1823;;290;
2118;979089093;zdb;Populär-wissenschaftliche Monatsblätter zur Belehrung über das Judenthum für Gebildete aller Confessionen;Organ des Mendelssohn-Vereins in Frankfurt a.M.;0;1881-1908;;290;
2119;1272007359;zdb;Ṿiener morgentsayṭung;= Wiener Morgenzeitung : jüdisches Tagblatt für Politik, Volkswirtschaft und Literatur;;[1918?];;050;
2120;1112272607;zdb;Wiener Morgenzeitung;;JUDAICA;2005;;070;
2121;984082506;zdb;Wiener Morgenzeitung;;JUDAICA;1919-1927;;070;
2122;012983772;zdb;Berliner Vereinsbote;Central-Organ für die jüdischen Vereine Berlins;JUDAICA;1895-1901;;070;
2123;980259622;zdb;Berliner Vereinsbote;Central-Organ für die jüdischen Vereine Berlins;JUDAICA;1896-1897;;070;
2124;1112576266;zdb;Dr. Bloch's Wochenschrift;Zentralorgan für die gesammten Interessen des Judentums;JUDAICA;2005;;290;
2125;015988058;zdb;Dr. Bloch's oesterreichische Wochenschrift;Centralorgan für die gesammten Interessen des Judenthums;JUDAICA;1891-1920;;290;
2127;026262827;zdb;hā- emet;miktāv-ʿittî hôdšî = Die Wahrheit;;1877-1877;;320;
2222;1112622446;zdb;Jüdische Wochenschrift;die Wahrheit;JUDAICA;2005;;290;
2229;014472287;zdb;Jüdische Wochenschrift Die Wahrheit;mit den Veröffentlichungen der Union Österreichischer Juden;JUDAICA;1928-1938;;070;
2230;014472279;zdb;Die Wahrheit;"oesterreichische Wochenschrift für jüdische Interessen ; Veröffentlichungen der Union Deutschösterr. Juden";JUDAICA;1885-1927;;290;
2245;012805971;zdb;Die Wahrheit;Wochenschr. für Leben u. Lehre im Judentum;JUDAICA;1871-1872;;290;
2263;011848715;zdb;Der Stürmer;deutsches Wochenblatt zum Kampfe um die Wahrheit ;JUDAICA;1923-1945;;320;
2264;027034992;zdb;Die Wahrheit;"unabhängige Zeitschrift für jüdische Interessen ; Deutschösterreichische Wochenschrift für jüdische Interessen";JUDAICA;1899-1938;;290;
3417;018974627;zdb;Programm / Kulturbund Deutscher Juden;;;1933-1934;;290;
3678;996630996;zdb;Programm ... / Jüdisches Kulturmuseum Augsburg-Schwaben;;;2001-;;290;
3828;980844800;zdb;Programm / Jüdischer Kulturbund Hamburg;;;1935-1936;;943;
4082;1014571413;zdb;Programm / Jüdische Volkshochschule der Jüdischen Gemeinde zu Berlin;;;2009-;;;
4812;1009846434;zdb;Programm / Gesellschaft für Christlich-Jüdische Zusammenarbeit e.V.;;;2010-;;230;
6092;990920909;zdb;Rundbrief / Gesellschaft für Christlich-Jüdische Zusammenarbeit e.V.;;;2008-2009;;230;
6174;980852269;zdb;Mitteilungen / Jüdischer Kulturbund Rhein-Ruhr, Gemeinschaft der Freunde des Theaters und der Musik e.V;;;1933-1938;;943;
6573;013156942;zdb;Toleranz, Humanität, Recht;"Programm d. Woche der Brüderlichkeit ; Mitteilungen der Gesellschaft für Christlich-Jüdische Zusammenarbeit Nürnberg, Fürth, Erlangen, Bamberg";5,1;1979-1997;;290;
7652;999932691;zdb;"Programm / Jüdisches Museum Frankfurt ; Museum Judengasse ; Fritz Bauer Institut";;7,7;2009-2011;;060;
7676;995597030;zdb;Programm, womit zu der öffentlichen Prüfung der Schüler der israelitischen Gemeinden- und Freischule, welche ... gehalten werden soll, ergebenst einladet;;;1839-1840;;370;
7789;010288465;zdb;Programm / Jüdischer Kulturbund;;JUDAICA;1935-1935;;290;
8299;1151540226;zdb;Programm;;JUDAICA;2018-;;290;
9432;018468489;zdb;Shofar;an interdisciplinary journal of Jewish studies;JUDAICA;1982-;;290;0882-8539
10124;012250236;zdb;Books on vegetable growing;publ. for the National Science Foundation and the Department of Agriculture by the Israel Programm for Scientific Translations;;1960-;;630;
10127;012252646;zdb;Essentials of nematodology;publ. for the National Science Foundation and the United States Department of Agriculture by Israel Programm for Scientific Translations;;1954-1976;;630;
10142;010267239;zdb;Programm / Jüdische Volkshochschule;;7,7;1988-;;290;
10241;016183029;zdb;Programm des Jugend- und Kulturzentrums und der Jüdischen Volkshochschule der Israelitischen Kultusgemeinde München;;;1985-2003;;290;
11854;015239837;zdb;Programm / Philanthropin, Realschule und Lyzeum der Israelitischen Gemeinde zu Frankfurt a. M;Ostern ..;JUDAICA;1888-1913;;290;
12347;1112293213;zdb;Selbst-Emancipation;Zeitschrift für die nationalen, socialen und politischen Interessen des jüdischen Stammes : Organ der Zionisten;JUDAICA;1885-1893;;290;
12349;027047172;zdb;Gemeindeblatt der Israelitischen Gemeinde Frankfurt am Main;;0;1922-1938;;290;
12350;025267191;zdb;Jahrbuch für jüdische Geschichte und Literatur;;JUDAICA;1898-1938;;290;
12352;015235653;zdb;Die Freistatt;"alljüdische Revue ; Monatsschr. für jüdische Kultur u. Politik";JUDAICA;1913-1915;;290;
12357;025266993;zdb;Die Freistatt;"alljüdische Revue ; Monatsschrift für jüdische Kultur und Politik";JUDAICA;1913-1914;;290;
12358;026415429;zdb;Kescher;"Informationen über liberales Judentum im deutschsprachigen Raum ; Newsletter des Abraham Geiger Kollegs";JUDAICA;2004-2014;;290;1861-4469
12359;100765807X;zdb;Kescher;Informationen über liberales Judentum im deutschsprachigen Raum;7,7;5764-5775;;290;
12360;012849677;zdb;Tradition und Erneuerung;Zeitschrift der Vereinigung für religiös-liberales Judentum in der Schweiz;13;1957-1996;;290;0564-0636
12361;015225739;zdb;Liberales Judentum;Monatsschrift für die religiösen Interessen des Judentums;JUDAICA;1908-1923;;290;
12362;980373670;zdb;Liberales Judentum;Monatsschrift für die religiösen Interessen des Judentums;0;1908-1922;;290;
12363;1059650096;zdb;Der israelitische Volkslehrer;eine Monatsschr. erbaulichen u. belehrenden Inhalts;JUDAICA;1851-1860;;050;
12366;026595850;zdb;Zion;religiöses Erbauungsblatt für Israeliten;;1833-1834;;290;
12367;027239942;zdb;"Rechenschafts-Bericht des Galizischen Vereines für Colonisation Palästinas ""Ahawath Zion"" in Tarnow";für die Jahre ...;;1899-1899;;290;
12368;018974449;zdb;Ichud Schiwath Zion;= Ihûd Šîvat Sîôn;;1965-1974;;290;
12369;017329531;zdb;Evrejskaja rabočaja chronika;"organ Evrejskoj Sozial'-Demokratičeskoj Rabočej Partii ""Poalej-Zion""";26;1917-1917;;070;
12371;01946553X;zdb;Bericht / Komitee der Zion-Loge XV. Nr. 360, U.O.B.B. (e.V.) zur Fürsorge für kur- und pflegebedürftige Kinder;für das Jahr ...;;1924-1924;;200;
12372;01184454X;zdb;AME Zion quarterly review;;1;1891-;;230;
12373;017066271;zdb;Bücherei der Poale-Zion;;;1930-1930;;290;
12374;014280876;zdb;Occasional publications / Zion Research Foundation. American Schools of Oriental Research;;;1979-;;290;
12375;012777331;zdb;Arbeter-Shtime;;;1922-1925;;290;
12376;019101929;zdb;Jüdische Arbeiterstimme;Organ der juedischen sozialdemokratischen Arbeiter-Organisation Poale Zion in Deutschland;;1921-1922;;290;
12377;019213565;zdb;Qūmī ōrī;"maandblad voor Nederland van het Joodsch Socialistisch Verbond ""Poale Zion""";JUDAICA;1933-1940;;290;
12378;019330618;zdb;Jerusalem-Brief;"""Von Zion wird Weisung ausgehen und das Wort des Herrn von Jerusalem"" Jesaja 2,3";12;1997-1999;;290;
12379;019291922;zdb;Der Bund;Organ des Bundes Werktätiger Juden, Poale Zion;;1988-;;290;
12380;015009882;zdb;The gates of Zion;a quarterly review of judaism and zionism = Šaʿarê ṣiyyôn;JUDAICA;1946-1965;;290;
12381;016156919;zdb;Folk un Tzijjon;;7,7;1952-;;290;
12382;010223177;zdb;Zion und Schalom;das Informationsblatt der Zionistischen Organisation in Deutschland;JUDAICA;1980-1985;;290;
12383;012416185;zdb;Tidings from Zion;a monthly statement of the London Jew's Society's work among the Jews of Palestine;;1882-1885;;290;
12394;1100087508;zdb;Der Jüdische Sozialist;;;1919-1920;;050;
12395;587864915;zdb;Mitteilungsblätter des Zentral-Komités der Jüdischen Sozialdemokratischen Arbeiterorganisation Poale Zion, Berlin;;;1931-1931;;050;
12397;1033081426;zdb;Zion's messenger;;JUDAICA;1921-1925;;050;
12398;1033831336;zdb;Avantgarde;Zentralorgan des Organisationsbüros der Linken Poale Zion = Aṿangard : Tsenṭralorgan fun’m Organizatsyonsbiro fun di Linḳe Poyle-Tsiyen;;1920-1920;;290;
12399;1033830879;zdb;Mitteilungen des Organisationsbüros der Linken Poale Zion;;;1919-1920;;290;
12403;01277734X;zdb;Arbeter-Tsaytung;;;1921-1925;;290;
12404;012815616;zdb;Der Jüdische Sozialist;;;1919-1921;;320;
12406;020463472;zdb;Perspektive aus Jerusalem;"""Von Zion wird Weisung ausgehen und das Wort des Herrn von Jerusalem"" Jesaja 2,3";12;2000-2001;;290;
12407;01275241X;zdb;Der Bote aus Zion;Mitteilungen aus dem Syrischen Waisenhause Jerusalem;;1898-1982;;230;
12408;012777366;zdb;Arbeter-Velt;;;1926-1926;;290;
12412;010614486;zdb;Idisher arbeter jahr-bukh un almanakh;;;1927-1927;;290;
12413;015033864;zdb;Information / Poale Zion;;JUDAICA;1945-1945;;320;
12415;968718574;zdb;Ichud Schiwath Zion=Ihûd Sîvat Sîôn;;13;1965-1974;;050;
12416;588021830;zdb;"Vierteljahresbericht der Waisenanstalt ""Zion"" in Zinjidere, bei Cesarea, Kl. Asien Türkei";;;1913-;;050;
12426;1000459381;zdb;Shaarei Ziyon (Portes de Sion);;JUDAICA;1876-1881;;050;
12427;011863250;zdb;Zion's watchman;;1;1853-1856;;230;
12428;010287582;zdb;Messenger of Zion;;JUDAICA;1899-1899;;290;
12429;010120394;zdb;Shomer tsiyon ha-neʾeman$dmikhtav le-harim ḳeren ha-torah ṿe-ha-teʿudah u-le-hasir mishkol mi-derekh ha-emunah;;JUDAICA;1845-1856;;290;
12431;1128755882;zdb;Der Tsienisṭ;= The zionist : monthly journal of the lovers of zion;;1964;;050;
12432;1130596613;zdb;Tsien;= Zion : Társadalmi és szépirodalmi hetilap;;1964;;050;
12433;1218250860;zdb;The Jerusalem messenger;"an extract of the German ""Bote aus Zion"", news of the Syrian Orphanage in Jerusalem";;[1953?];;050;
12435;125509902X;zdb;"Rechenschafts-Bericht des Galizischen Vereines für Colonisation Palästinas ""Ahawath Zion"" in Tarnow";für die Jahre ...;;[1899?];;290;
12436;018340806;zdb;Borochow-Blätter der Organisation Linke Poale Zion in Deutschland;;;1930-1930;;070;
12438;010074147;zdb;Der neue Weg;Monatsschrift der Jüdischen Sozialdemokratischen Arbeiter-Organisation Poale Zion in Deutschland;JUDAICA;1924-1925;;910;
12439;010126694;zdb;Renaissance;"Zeitschrift für Gegenwartsfragen Israels und des Zionismus ; Monatshefte der Zionistisch-Sozialistischen Verbände Poale Zion-Hitachdut in der   Bundesrepublik Deutschland, Österreich und der Schweiz";JUDAICA;1961-1976;;320;
12441;1246982722;zdb;Der neue Weg;Monatsschrift der Jüdischen Sozialdemokratischen Arbeiter-Organisation Poale Zion in Deutschland;JUDAICA;[1924-1925];;910;
12442;01275238X;zdb;Der Bote aus Zion;Mitteilungen aus d. Syrischen Waisenhause Jerusalem;1;1885-1969;;230;
12443;985008393;zdb;Zion;"incorporating the new judaea ; published monthly by the World Zionist Organization, Jerusalem";;1953-1953;;290;
12444;026274035;zdb;Zionsfreunde;= Friends of Zion;;1982-1985;;290;
12445;983332436;zdb;Teaching from Zion;= Tora me-siyyon;;1982-;;290;
12446;018666027;zdb;Lebensbaum zur Erquickung und Stärkung gen Zion pilgernder Seelen;;;1883-1903;;230;
12447;010251626;zdb;With eyes toward Zion;;JUDAICA;1977-1997;;290;1079-0381
12448;013027735;zdb;Zion;Monatsschrift für die nationalen Interessen d. jüdischen Volkes;JUDAICA;1895-1900;;290;
12449;015226980;zdb;Zion;Monatsblätter für Lehre, Volk, Land;JUDAICA;1929-1938;;070;
12454;015226948;zdb;Zion;ephemerides hebraicae, sive collectio dissertationum, maxime theologicarum, variorumque hebraicorum scriptorum ad ordinem mensium lunarium disposita;JUDAICA;1840-1843;;370;
12464;1009670646;zdb;The Light of Zion and sabbath school contributor;;JUDAICA;1841-1841;;230;
12465;1015571921;zdb;Tsiyon;yediʿot ha-Ḥevrah ha-Erets-Yiśreʾeli le-Hisṭoryah ṿe-Eṭnografyah;7,6;1935-;;290;
12466;1019446129;zdb;Tsiyon;meʾasef ha-Ḥevrah ha-Erets-Yiśreʾeli le-Hisṭoryah ṿe-Eṭnografyah;JUDAICA;1926-1933;;290;
12477;011822813;zdb;Tsiyon;rivʿon le-ḥeḳer toldot Yiśraʾel = Zion : a quarterly for research in Jewish history;JUDAICA;1925-;;290;0044-4758
12483;1059649438;zdb;Israelitische Annalen;ein Centralblatt f. Geschichte, Literatur u. Cultur d. Israeliten aller Zeiten u. Länder;JUDAICA;1839-1841;;290;
12486;015223752;zdb;Jüdisches Jahrbuch für die Schweiz;= Annuaire israélite pour la Suisse;JUDAICA;1916-1922;;290;
12488;105958557X;zdb;Jahrbuch für die Geschichte der Juden und des Judenthums;;JUDAICA;1860-1869;;290;
12493;019144466;zdb;Das Zelt;Zeitschrift für die jüdische Jugend;;1928-1929;;050;
12494;01522693X;zdb;Das Zelt;"e. jüdische ill. Monatsschr. ; e. jüdische Monatsschr. für Kunst, Literatur u. Wiss.";GER;1924-1925;;290;
12499;980807050;zdb;Jüdisches Jahrbuch für Sachsen und Adressbuch der Gemeindebehörden, Organisationen und Vereine;;JUDAICA;1931-1931;;290;
12501;017623324;zdb;Jüdisches Jahrbuch für Sachsen und Adressbuch der Gemeindebehörden, Organisationen und Vereine;;;1931-1932;;290;
12502;018855318;zdb;Israelitische Wochenschrift;eine allgemeine Zeitung des Judenthums;1;1890-1894;;070;
12503;013180703;zdb;Allgemeine Zeitung des Judenthums;ein unpartheiisches Organ für alles jüdische Interesse in Betreff von Politik, Religion, Literatur, Geschichte, Sprachkunde und Belletristik;JUDAICA;1837-1922;;290;
12522;019064497;zdb;Die Welt;jüdische illustrierte Zeitung;;1934-1936;;290;
12941;1151048976;zdb;"Jüdischer Kalender ... Chabad Lubawitsch Hamburg; die Welt der Jüdischen Bücher, ein Überblick über grundlegende Werke des Judentums";;;2017-;;290;
13291;025272454;zdb;Die Welt;Zentralorgan der Zionistischen Bewegung;JUDAICA;1897-1914;;290;
13330;019211031;zdb;Nieuwe Joodsche correspondentie;"driewekelijksche uitgave voor Nederland vanwege de ""Neue Jüdische Korrespondenz"", Berlin-Wilmersdorf";JUDAICA;1913-1914;;290;
13331;367315068;zdb;Jüdische Korrespondenz;Wochenblatt f. jüdische Interessen;;1915-1920;;050;
13332;016525558;zdb;Neue jüdische Korrespondenz;;;1910-1914;;070;
13333;018299105;zdb;Jüdische Korrespondenz;Monatsblatt des Jüdischen Kulturvereins Berlin e.V.;7,7;1991-2006;;290;1434-6133
13334;111247367X;zdb;Jüdische Korrespondenz;Organ für die Interessen des orthodoxen Judentums;JUDAICA;2005;;230;
13336;010143254;zdb;Der junge Jude;Monatsschrift der Chaluzverbände Westeuropas;JUDAICA;1927-1931;;290;
13338;015223809;zdb;Der jüdische Student;Zeitschrift des Kartells Jüdischer Verbindungen;JUDAICA;1902-1933;;290;
13340;1143237501;zdb;Jung Juda;Zeitschrift für unsere Jugend;JUDAICA;1901-1931;;290;
13341;012998370;zdb;Jung-Juda;ill. Jugendzeitschrift mit Cechischer Beilage;JUDAICA;1900-1935;;290;
13342;1163049743;zdb;Jüdischer Nationalkalender für die Tschechoslovakei;;JUDAICA;1923-1923;;050;
13343;1162300574;zdb;Jüdischer Nationalkalender;auf das Jahr ...;JUDAICA;1915-1922;;290;
13344;016182634;zdb;Jüdischer Nationalkalender für die Tschechoslovakei;;;1923-1924;;050;
13346;111468192X;zdb;Di Yidishe eḳonomiḳ;= Di Jidiše ekonomik = Ekonomika Żydowska = Jewish economics;JUDAICA;1937-1939;;300;
13348;1114676942;zdb;Jerubbaal;eine Zeitschrift der jüdischen Jugend;JUDAICA;1918-1919;;050;
13351;012773867;zdb;Jüdischer Bote vom Rhein;;JUDAICA;1919-1923;;070;
13352;1114676225;zdb;Breslauer jüdisches Gemeindeblatt;amtliches Blatt der Synagogengemeinde Breslau;JUDAICA;1924-1935;;290;
13353;015239411;zdb;Breslauer jüdisches Gemeindeblatt;amtl. Blatt d. Synagogengemeinde Breslau;JUDAICA;1924-1937;;290;
13354;1171846843;zdb;Verwaltungsblatt des Preußischen Landesverbandes Jüdischer Gemeinden;;;1923-1934;;290;
13355;1171848536;zdb;Gemeindeblatt für die Jüdischen Gemeinden Preussens;Verwaltungsblatt des Preussischen Landesverbandes Jüdischer Gemeinden;;1934-1937;;290;
13356;015236757;zdb;Verwaltungsblatt des Preussischen Landesverbandes Jüdischer Gemeinden;;JUDAICA;1923-1934;;290;
13357;019487509;zdb;Jüdisches Wochenblatt für Fulda und Umgebung;Amtliches Mitteilungsblatt für den Bezirk des Provinzialrabbinats Fulda;;1931-1931;;290;
13358;013953281;zdb;Semanario israelita;"periódico independiente ; unabhängiges jüdisches Wochenblatt";;1969-1999;;290;
13359;015223728;zdb;Jüdisches Wochenblatt;;JUDAICA;1924-;;290;
13360;01608828X;zdb;Kölner jüdisches Wochenblatt;ein Centralorgan für die Juden in Rheinland und Westfalen;;1928-1932;;070;
13361;01600955X;zdb;Jüdisches Wochenblatt;= Semenario israelita;;1969-;;070;
13362;016088360;zdb;Jüdisches Wochenblatt;;;1932-1933;;070;
13363;980212960;zdb;Jüdisches Wochenblatt;gewidmet dem Lubavitcher Rebbe Rabbi Menachem M. Schneerson;7,7;2002-;;290;
13364;588078417;zdb;Jüdisches Wochenblatt für Unterfranken und Aschaffenburg;;906000*by*uf;1929-1933;;050;
13365;023269529;zdb;Jüdisches Wochenblatt für Magdeburg und Umgegend;;;1925-1932;;290;
13366;023782293;zdb;Jüdisches Wochenblatt;"offizielles Mitteilungsblatt des ""Vereins jüdischer Hotelbesitzer und Restaurateure e.V.""";;1924-1928;;290;
13367;588049395;zdb;Jüdisches Wochenblatt für Chemnitz und Umgegend;;;1928-1933;;050;
13368;1048695468;zdb;Neue Zeit;Jüdisches Wochenblatt = Uj Kor : Zsidó He Tilap;;1922-1940;;050;
13370;1060086328;zdb;Jüdisches Wochenblatt;;;2006-2006;;;
13372;1114681393;zdb;Jüdisches Wochenblatt;"offizielles Mitteilungsblatt des ""Vereins jüdischer Hotelbesitzer und Restaurateure e.V.""";JUDAICA;1925-1928;;290;
13373;1104515261;zdb;Breslauer jüdisches Wochenblatt;;;1936-1936;;070;
13376;1114680184;zdb;Soncino-Blätter;Beiträge zur Kunde des jüdischen Buches;JUDAICA;1925-1930;;070;
13378;1046548905;zdb;Jahrbuch für Israeliten;;;1855-1867;;290;
13379;1059636875;zdb;Jahrbuch für Israeliten;;JUDAICA;1858-1863;;290;
13382;015235343;zdb;Wiener Jahrbuch für Israeliten;;JUDAICA;1867-1968;;290;
13384;013219391;zdb;Volkskalender und Jahrbuch für Israeliten;;JUDAICA;1853-1865;;290;
13388;015236439;zdb;Jüdische allgemeine Zeitung;;JUDAICA;1934-1936;;070;
13390;027324796;zdb;Fun jor tzu jor;ilusṭrirṭer gezelšafṭlecher luaḥ ...;JUDAICA;(1926-1929);;290;
13391;026535947;zdb;Lûaḥ;[Israelitischer Kalender];;1889-1901;;290;
13392;026983222;zdb;Lûaḥ;;;1892-1900;;290;
13393;01816160X;zdb;Kalendarz żydowski-almanach;= Luaḥ li-shenat;JUDAICA;1991-1994;;290;
13394;012033804;zdb;Lûaḥ;= Luach;;1763-1765;;290;
13395;011804459;zdb;Israelitischer Kalender- für Schleswig-Holstein für das Jahr der Welt;= Lûaḥ li-sěnat;JUDAICA;1926-1928;;290;
13396;016401778;zdb;Israelitischer Kalender;;;1928-1933;;290;
13397;016402855;zdb;Israelitischer Kalender für die jüdischen Gemeinden Württembergs;für das Jahr der Welt ...;;1910-1938;;290;
13398;015769372;zdb;Kalendarz żydowski;= Luaḥ li-shenat;JUDAICA;1984-1989;;290;
13399;021707715;zdb;Brandeis' illustrirter isr. Volkskalender;= Lûaḥ̌ li-s̆nat : für das Jahr der Welt ...;;1884-1933;;290;
13400;016401743;zdb;Israelitischer Kalender;;;1913-1927;;290;
13401;01640176X;zdb;Israelitischer Kalender für Mannheim;;;1928-1933;;290;
13403;016401719;zdb;Israelitischer Kalender;;;1914-1933;;290;
13404;019912439;zdb;Lûaḥ lišanat;= Hannoverscher Kalender für Israeliten;;1888-1929;;290;
13405;019913435;zdb;Lûaḥ mišanat;;;1771-1771;;290;
13406;019021720;zdb;Lûaḥ̌;"li-s̆nat ; Zeitangaben für Wien, astronomische Zeit (ohne Rücksicht auf Sommerzeit) = Jüdischer Kalender";;1942-1944;;290;
13407;018017495;zdb;Almanach-kalendarz żydowski;= Luaḥ li-shenat;JUDAICA;1994-1995;;290;
13408;015234290;zdb;Luaḥ ḥermōn;;JUDAICA;1924-1928;;290;
