,idn,library,title,subtitle,category,date,person,ddc,issn,language,gnd_number,responsibility,publication_info,frequency,subjects,electronic_access,notes,physical_description,series_statement,other_identifier,linking_entry,dewey_classification,gov_doc_classification
5,1206594861,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b0ec9940>],Jüdische Rundschau,Organ der Zionistischen Vereinigung für Deutschland,JUDAICA,1932-1933,,290,,ger,urn:nbn:de:hebis:30:1-160049,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-160049,Nr. 4 (1933) liegt nur als Fragment vor,,,urn:nbn:de:hebis:30:1-160049,['\n'],290,
6,1067248587,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b0ec9bc0>],Jüdische Rundschau,unabhängige Monatszeitung,,2014-,,290,,ger,,herausgegeben von Dr. R. Korenzecher,,,[],http://juedischerundschau.de,,Online-Ressource,,,['\n'],290,
7,1108321488,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b126b340>],Jüdische Rundschau,allgemeine juedische Zeitung,JUDAICA,1905-1908,,320,,ger,urn:nbn:de:hebis:30:1-140405,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-140405,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-140405,['\n'],320,
8,110614466X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b126bac0>],Rigaer jüdische Rundschau,,,1929-1930,,050,,ger,,,,,[],,Teilweise ungezählte Beilage: Unterhaltungsbeilage,,,,['\n'],050,
9,1199546100,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b126bdc0>],Jüdische Rundschau,= The Jewish review : by and for liberated jews in Germany,JUDAICA,[1946-1948],,290,,ger,urn:nbn:de:hebis:30:1-158013,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-158013,Reproduktion,,,urn:nbn:de:hebis:30:1-158013,['\n'],290,
10,015208397,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b126b300>],Jüdische Rundschau Maccabi,unabhängige Wochenzeitung für die Schweiz und das Ausland = La gazette juive,JUDAICA,1947-2001,,290,,ger,,,,,[],,Anfangs ohne PST,,,,"['\n', '\n', '\n']",290,
11,018664261,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b126b680>],Jüdische Rundschau,,,1912-1913,,070,,ger,,,,,[],,,,,,[],070,
12,016125118,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b126bb00>],Rigaer jüdische Rundschau,,,1929-1931,,050,,ger,,,,,[],,Teilweise ungezählte Beilage: Unterhaltungsbeilage,,,,"['\n', '\n']",050,
13,1001482808,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b1280a80>],Juedische Rundschau vom Illimani,,,1950-1950,,070,,ger,,,,,[],,,,,,[],070,
14,1276278209,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b1280100>],Neue Jüdische Rundschau,,,1926-1930,,,,ger,,Herausgeber und verantwortlicher Redakteur: Dr. Manfred Reifer,,,[],https://www.difmoe.eu/d/uuid/uuid:61942d5c-ef52-4436-b160-383c49bd19a3,Gesehen am 21.12.2022,,,,['\n'],,
15,1163347612,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b1280b40>],Neue Jüdische Rundschau,,,1926-1930,,070,,ger,, Neue Jüdische Rundschau,,,[],,,,,,['\n'],070,
16,1053355998,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b1280d00>],Jüdische Rundschau,unabhängige Monatszeitung,JUDAICA,2014-,,050,2199-3572,ger,,,,,[],,,,,,['\n'],050,
17,027047407,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b1280c40>],Jüdische Rundschau,allgemeine jüdische Zeitung,JUDAICA,1902-1938,,070,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2651273,Gesehen am 27.06.06,Online-Ressource,,,"['\n', '\n', '\n', '\n', '\n']",070,
0,02707627X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b0e61440>],Neue jüdische Presse,Frankfurter israelitisches Familienblatt,0,1902-1923,,070,,ger,urn:nbn:de:hebis:30:1-157491,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-157491,Gesehen am 28.09.18,Online-Ressource,,urn:nbn:de:hebis:30:1-157491,"['\n', '\n']",070,
1,015235610,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x399c6cd80>],Neue jüdische Presse,Frankfurter israelitisches Familienblatt,JUDAICA,1919-,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
0,027034879,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b1284180>],Korrespondenzblatt des Vereins zur Gründung und Erhaltung einer Akademie für die Wissenschaft des Judentums,,0,1920-1930,,050,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2707513,,,,,['\n'],050,
1,015224120,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x397d76b40>],Korrespondenzblatt des Vereins zur Gründung und Erhaltung einer Akademie für die Wissenschaft des Judentums,,JUDAICA,1920-1930,,070,,ger,,,,,[],,,,,,['\n'],070,
0,012647837,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x399ee5dc0>],Jüdische Arbeits- und Wanderfürsorge,,JUDAICA,1927-1929,,070,,ger,,,,,[],,,,,,['\n'],070,
1,980374812,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b437a740>],Jüdische Arbeits- und Wanderfürsorge,,JUDAICA,1927-1929,,050,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2709108,,Online-Ressource,,,['\n'],050,
0,012958859,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b2797100>],Der Anfang,Zeitschrift der Jugend,,1911-1933,,741.5,,ger,,,,,[],,Teils maschinenschr. autogr.,,,,"['\n', '\n']",741.5,
1,369310837,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b43acc80>],Der Anfang,"Vierteljahresschrift [Jg. 1.1948, Nr 4: Zeitschrift] für die Schuljugend",,1948-1948,,370,,ger,,"Hrsg. von Schülern der Ernst-Ludwig-Schule, Bad Nauheim",,,[],,,,,,['\n'],370,
2,587044888,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4379a80>],Der Anfang,Zeitschrift f. Kunst u. Literatur,,1920-1920,,050,,ger,,,,,[],,,,,,[],050,
3,996069658,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b437ae00>],Der Anfang,Alternative Zeitung Kreis Pinneberg,,1979-1981,,320,,ger,,,,,[],,,,,,[],320,
4,988607263,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b440df40>],Caritas für Caritas,Caritas International Magazin für die Caritas-Familie,"3,4",2007-,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
5,980265207,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b440e1c0>],Der Anfang,Zeitschrift der Jugend,JUDAICA,1911-1914,,741.5,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2709933,,Online-Ressource,,,"['\n', '\n']",741.5,
6,015228339,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b440ef00>],Der Anfang,eine Schriftenfolge im Auftrag der Kirchlichen Hochschule Berlin,,1947-1953,,290,,ger,,,,,[],,,,,,[],290,
0,984069593,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b440f440>],Der neue Anfang,Zeitschrift der Jugend,JUDAICA,1919-1920,,050,,ger,,,,,[],http://www.bibliothek.uni-regensburg.de/ezeit/?2296512,Gesehen am 04.05.07,Online-Ressource,,,"['\n', '\n']",050,
1,015180816,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b437b140>],Der neue Anfang,Zeitschr. d. Jugend,,1919-1920,,050,,ger,,,,,[],,,,,,"['\n', '\n']",050,
0,021311196,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b43790c0>],Die neue Welt,,,1944-1944,,320,,,,,,,[],,,,,,[],320,
1,027397874,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b45161c0>],TV digital,Ihr 14-Tage-Fernsehprogramm,,2004-2017,,050,,ger,,,,,[],,,,,,[],050,
2,019293518,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b45780c0>],unkown,NoMI ; žurnal kul'turnoj stolicy = The new world of art = Die neue Welt der Kunst,"9,11",1997-2009,,700,1560-8697,rus,,,,,"['Kunst', 'Zeitschrift', 'Kunst', 'Zeitschrift', 'Kunst']",,Parallelsacht. ab 6.1999,,,,[],700,
3,01886953X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4506ac0>],Die neue Zeit,Organ zur Wahrung berechtigter Volks-Interessen,,1918-1919,,070,,ger,,,,,[],,Zusatz wechselt,,,,[],070,
4,019707606,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b45787c0>],unkown,žurnal kul'turnoj stolicy = The new world of art = Die neue Welt der Kunst,"9,11",1999-1999,,700,1560-8697,ger,,,,,"['Kunst', 'Zeitschrift', 'Kunst', 'Zeitschrift']",,,,,,[],700,
5,010891056,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c77400>],Blätter für Verfassungsschutz,lockere Blattsammlung für die neue Welt,19,1988-1988,,320,0935-2082,ger,,,,,[],,,,,,[],320,
6,016254090,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c77080>],ID?,die neue Welt der Kommunikation,,1991-1991,,620,,ger,,,,,[],,,,,,[],620,
7,016877977,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c76e00>],Die neue Welt-Bücherei,,,1940-1940,,900,,ger,,,,,[],,,,,,[],900,
8,02636820X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c77880>],Die neue Welt,Zentralorgan der Marxisten-Leninisten Deutschland (MLD),06a,1976-1979,,320,,ger,,,,,[],,"4.1979,1-4 ersch. die Zeitung aufgrund einer einstweiligen Verfügung mit unkenntlich gemachtem Titel",,,,['\n'],320,
9,1181461960,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c77040>],Die Neue Welt,unabhängiges Volksblatt . Publikationsorgan der Federation syndikal. Gewerkschaften,,1931-1933,,640,,ger,,,,,[],,,,,,[],640,
10,1108322026,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c77440>],Novyj mir iskusstva,žurnal kul'turnoj stolicy = The new world of art = Die neue Welt der Kunst,,[2001],,700,,eng,,,,,[],,,,,,[],700,
11,984736530,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c77a00>],Wii player,das Magazin,,2007-2009,,793,,ger,,,,,[],,,,,,[],793,
12,367879417,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c76d00>],El Mundo nuevo,Revista trilingue mensual = Die neue Welt = The new world,,1929,,050,,ger,,,,,[],,,,,,[],050,
13,95904504X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80ec0>],Arcor-Magazin,Zeitschrift für professionelle Telekommunikation,,2000-2008,,380,,ger,,Hrsg.: Arcor AG & Co. KG,,,[],,,,,,[],380,
14,014643030,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80b40>],Ǧahān-i nau,sar dabīr Šāhbahrām K. Šāhruḫ,,1939-1941,,320,,per,,,,,[],,,,,,['\n'],320,
15,1106862198,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80c40>],Printfinishing,entdecke die neue Welt der Weiterverarbeitung,,[2016?-2020],,686.20285,,ger,,Haas-AG Print Finishing Systems,,,[],,,Bände,,,['\n'],686.20285,
16,010176675,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80880>],Die neue Welt,Organ der Elsässischen Arbeiter- und Bauernpartei = Le nouveau monde,"3,61",1929-1939,,050,,ger,,,,,[],,,,,,['\n'],050,
17,368037339,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80800>],Die neue Welt,"illustrierte Beilage für Wissenschaft, Belehrung und Unterhaltung",,1892-1923,,050,,ger,,,,,[],,,,,,['\n'],050,
18,025531530,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80f80>],Die Neue Welt,Illustriertes Unterhaltungsblatt,,1918-1919,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
19,018745423,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c81140>],Königsberger freie Presse,Volksorgan für Ostpreußen,,1877-1878,,070,,ger,,,,,[],,,,,,[],070,
20,015897842,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80dc0>],Di neie welṭ, a ṭegliche politiše un liṭerariše tzeiṭung = Die neue Welt = Di naje Velt,JUDAICA,1906-1910,,290,,yid,,,,,[],,,,,,[],290,
21,012681881,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c81880>],Die Arbeiterstimme,offizielles Organ der Sozialdemokratischen Partei der Schweiz; Wochenblatt für das arbeitende Volk der Schweiz,26,1881-1908,,070,,ger,,Schweizerischer Gewerkschaftsbund; Zentralverband der Zimmerleute der Schweiz; Landesausschuss Deutscher Sozialdemokraten,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n']",070,
22,012845698,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80e40>],Die neue Welt,zionistisch-revisionistische Zeitschrift,JUDAICA,1927-1948,,070,,ger,,Zionistisch-Revisionistischer Landesverband,,,[],,,,,,"['\n', '\n']",070,
23,984069623,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c80d40>],Die neue Welt,Revue,JUDAICA,1927-1938,,070,,ger,,Zionistisch-Revisionistischer Landesverband,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2711613,Gesehen am 04.05.07,Online-Ressource,,,"['\n', '\n', '\n']",070,
24,988584743,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c813c0>],unkown,die neue Welt der Unternehmensmedien ; cpwissenfacts Spezial,"24,1",2007-2009,,659.205,1866-3184,ger,,,,,"['Unternehmen', 'Öffentlichkeitsarbeit', 'Kommunikationsstrategie']",,,,,,['\n'],659.205,
25,997767464,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c82280>],Der Volksbote,Organ für Jedermann aus dem Volke. Wahrung der Interessen des Naumburg - Weißenfels - Zeitzer Kreises,,1890-1896,,070,,ger,,,,,[],,,,,,[],070,
26,1112630406,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c827c0>],Die neue Welt,Revue,JUDAICA,2005,,070,,ger,,,,,[],,Reproduktion,5 Mikrofilmrollen,,,"['\n', '\n', '\n']",070,
27,010576029,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c81fc0>],Rheinische Zeitung,,"3,61",1892-1951,,914.3,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']",914.3,
28,013004115,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c82b80>],Die neue Welt,illustriertes Unterhaltungsblatt für das Volk,,1876-1919,,790,,ger,,,,,[],,Titelzusatz wechselt,,,,"['\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']",790,
29,015364860,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c82840>],"Volkswacht für Schlesien, Posen und die Nachbargebiete",Organ für Schlesien,,1890-1917,,320,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n']",320,
30,101219468X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c83140>],Die neue Welt,illustriertes Unterhaltungsblatt,,1876-1912,,070,,ger,,,,,[],http://library.fes.de/inhalt/digital/neue-welt.htm,Mehr nicht digitalisiert,Online-Ressource,,,"['\n', '\n', '\n']",070,
31,012971006,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c82800>],Die Neue Welt,Freiwirtschaftl. Archiv; Zeitschr. für natürl. Wirtschafts- u. Menschheits-Ordnung; Wiss. Organ d. Internationalen Freiwirtschaftsbewegung,,1931-1934,,300,,ger,,"hrsg. vom Freiwirtschaftsbund, Deutschland",,,[],,,,,,['\n'],300,
0,015235734,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c83440>],unkown,,JUDAICA,1925-1937,,290,,ger,,,,,['Jüdische Gemeinde'],,,,,,"['\n', '\n', '\n', '\n', '\n']",290,
1,010269851,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c83dc0>],Bayerische israelitische Gemeindezeitung,,JUDAICA,1925-1937,,290,,ger,,,,,[],,,,,,[],290,
2,980238889,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c86240>],unkown,"Nachrichtenblatt der Israelitischen Kultusgemeinden in München, Augsburg, Bamberg und des Verbandes Bayerischer Israelitischer Gemeinden",JUDAICA,1925-1937,,290,,ger,urn:nbn:de:hebis:30:1-157584,,,,['Jüdische Gemeinde'],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-157584,Gesehen am 04.11.2019,Online-Ressource,,urn:nbn:de:hebis:30:1-157584,"['\n', '\n', '\n']",290,
0,012906980,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4514880>],Zeitschrift für die religiösen Interessen des Judenthums,,JUDAICA,1844-1846,,290,2193-9128,ger,,,,,[],,,,,,"['\n', '\n', '\n']",290,
1,979088755,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4d9c300>],Zeitschrift für die religiösen Interessen des Judenthums,,JUDAICA,1844-1846,,290,2509-9043,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2744856,Gesehen am 10.04.06,Online-Ressource,,,"['\n', '\n']",290,
2,1104175916,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c87500>],Zeitschrift für die religiösen Interessen des Judenthums,,,[1844-1845?],,290,2509-9043,ger,,unter Mitwirkung mehrerer Gelehrten herausgegeben von Dr. Z.,,,[],http://www.jstor.org/journal/zeitreliintejude,,Online-Ressource,,,"['\n', '\n']",290,
0,012614661,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4d93c40>],unkown,,63,1908-1926,,070,2193-5165,ger,,,,,"['Juden', 'Zeitschrift']",,,,,,['\n'],070,
1,025268694,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4d93480>],Mitteilungen des Gesamtarchivs der Deutschen Juden,,JUDAICA,1909-1926,,050,2193-5173,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2821022,Gesehen am 06.09.2017,Online-Ressource,,,['\n'],050,
0,979947634,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4d24900>],Unsere Tribüne,"Organ der jüdischen sozialdemokratischen Arbeiterorganisation Poale Zion, Wien",JUDAICA,1924-1926,,290,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2822530,Gesehen am 20.09.06,Online-Ressource,,,"['\n', '\n', '\n', '\n']",290,
1,1112574565,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4c86980>],Unsere Tribüne,"Organ der jüdischen sozialdemokratischen Arbeiterorganisation Poale Zion, Wien",JUDAICA,1924-1926,,290,,ger,,,,,[],,Reproduktion,,,,"['\n', '\n', '\n', '\n']",290,
2,019522177,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4d49a80>],Unsere Tribüne,Betriebszeitung des Verlages Die Freie Gewerkschaft,,1950-1951,,070,,ger,,"hrsg. von der SED-Betriebsgruppe im Verlage des FDGB ""Die Freie Gewerkschaft""",,,[],,,,,,[],070,
3,012938556,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4e45f40>],Unsere Tribüne,,,1924-1926,,290,,ger,,Jüdische Sozialistische Arbeiterpartei Poale Zion,,,[],,,,,,"['\n', '\n', '\n', '\n']",290,
0,980804469,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39a73dcc0>],KC-Mitteilungen,Mitteilungsblatt der im Kartell-Convent der Verbindungen Deutscher Studenten Jüdischen Glaubens vereinigten Korporationen,JUDAICA,1924-1930,,070,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2822870,Gesehen am 09.08.06,Online-Ressource,,,['\n'],070,
1,012001678,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4d49c80>],KC-Mitteilungen,Mitteilungsbl. d. im Kartell-Convent der Verbindungen Deutscher Studenten Jüdischen Glaubens vereinigten Korporationen,24,1924-1933,,070,,ger,,,,,[],,,,,,['\n'],070,
0,980373379,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4e907c0>],Die Kreatur,eine Zeitschrift,JUDAICA,1926-1930,,050,,ger,,hrsg. von Martin Buber ; Viktor von Weizsäcker [u.a.],,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2823768,Nur noch lokal verfügbar,Online-Ressource,,,['\n'],050,
1,011253541,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4efe240>],Die Kreatur,"eine Zeitschrift, viermal im Jahr erscheinend",JUDAICA,1926-1930,,050,,ger,,"herausgegeben von Martin Buber, Joseph Wittig und Viktor von Weizsäcker",,,[],,Repr.: Nendeln : Kraus,,,,['\n'],050,
0,980187893,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1427700>],Jüdische Schulzeitung,"Monatsschrift für Erziehung, Unterricht und Schulpolitik ; Organ des Reichsverbandes der Jüdischen Lehrervereine",JUDAICA,1925-1938,,290,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2825247,,Online-Ressource,,,['\n'],290,
1,015261735,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4efd3c0>],Jüdische Schulzeitung,"Monatsschrift für Erziehung, Unterricht und Schulpolitik",JUDAICA,1925-1938,,290,,ger,,,,,[],,,,,,['\n'],290,
0,015223787,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a151f000>],Der jüdische Wille,Zeitschrift des Kartells jüdischer Verbindungen,JUDAICA,1918-1937,,290,,ger,,,,,[],,,,,,['\n'],290,
1,98002322X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4efdfc0>],Der jüdische Wille,Zeitschrift des Kartells jüdischer Verbindungen,JUDAICA,1918-,,290,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2827066,,Online-Ressource,,,['\n'],290,
0,026487152,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4e7f3c0>],Freie Tribüne für Arbeitnehmerpolitik,,,1990-1990,,330,,ger,,Vereinigung der Arbeitskreise für Arbeitnehmerpolitik und Demokratie in ganz Deutschland,,,[],,,,,,[],330,
1,013891030,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4d25a80>],Freie Tribüne,Mitteilungsblatt der Unabhängigen Arbeiterpartei Deutschlands,16,1950-1952,,070,0427-5209,ger,,,,,[],,,,,,[],070,
2,010560181,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4f87940>],Austrian labor information,Anti-Hitler-Magazine ; ed. in German language,,1942-1945,,050,,ger,,publ. monthly by the Austrian Labor Committee,,,[],,,,,,['\n'],050,
3,368001733,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4f84180>],Freie Tribüne,,,[1945?],,050,,ger,,,,,[],,,,,,[],050,
4,979286123,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4f84f80>],Freie Tribüne,"Organ der jüdischen sozialdemokratischen Partei ""Poale Zion""",JUDAICA,1919-1921,,290,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2827798,Zusatz wechselt,Online-Ressource,,,"['\n', '\n', '\n', '\n']",290,
5,015788407,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4cb6400>],Freie Tribüne für Arbeitnehmerpolitik,"Zeitung der Arbeitskreise für Arbeitnehmerpolitik und Demokratie (VAA), Mitglied der Europäischen Arbeiterallianz (EAA)","3,61",1990-1994,,330,,ger,,,,,[],,,,,,[],330,
6,1176428063,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4cb5880>],Internationaler Kampf,freie Tribüne für revolutionären Sozialismus,,1923-1923,,050,,ger,,,,,[],,,,,,[],050,
7,367358921,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51eb600>],Die freie Tribüne,ein Blatt für unbeschränkte Meinungsfreiheit,,1925-1926,,050,,ger,,,,,[],,,,,,[],050,
8,018299229,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51eb700>],Freie Tribüne,Organ des Bundesvorstandes,"3,61",1960-1961,,330,,ger,,DGB,,,[],,,,,,[],330,
9,1289100268,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51eb900>],Freie Tribüne,German antifascist fortnightly,,1943-1946,,050,,ger,,,,,[],,Nicht im Internet verfügbar,,,,"['\n', '\n']",050,
10,1312241314,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51eba00>],Austrian labor information,Anti-Hitler-Magazine ; ed. in German language,,1942-1945,,050,,ger,,publ. monthly by the Austrian Labor Committee,,,[],,Nicht im Internet verfügbar,,,,['\n'],050,
11,1112574158,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51eb9c0>],Freie Tribüne,Organ der Jüdischen Kommunistischen Partei Österreichs,JUDAICA,2005,,290,,ger,,,,,[],,Reproduktion,2 Mikrofilmrollen,,,"['\n', '\n', '\n']",290,
12,018451403,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51f40c0>],Freie Deutsche Jugend,anti-nazi youth news = Free German Youth,,1939-1942,,070,,eng,,Hrsg.: Freie Tribüne,,,[],,"Bis 4.1942,13 ohne Zusatz",,,,['\n'],070,
13,013902733,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51f4780>],Freie Tribüne,German antifascist fortnightly,Df 303,1943-1946,,050,,ger,,,,,[],,,,,,"['\n', '\n']",050,
14,012938408,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51f4c00>],Freie Tribüne,Organ der Jüdischen Sozialistischen Arbeiterpartei Poale Zion in Deutschösterreich,,1919-1923,,290,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n']",290,
0,026754363,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51f8c40>],"Mitglieder-Verzeichnis der unter Konstitution der Grossen National-Mutter-Loge der Preussischen Staaten, genannt Zu den Drei Weltkugeln arbeitenden St. Johannis-Freimaurer-Loge Borussia und der damit verbundenen Delegierten Altschottischen Loge Esra im Orient zu Schneidemühl",für das Maurerjahr ..,,1893-1897,,200,,ger,,,,,[],,,,,,['\n'],200,
1,026857154,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4f85fc0>],"Scientific abstracts ... joint ESRA-ASRA congress, ... annual ESRA congress",,,1992-1992,,610,,eng,,,,,[],,,,,,['\n'],610,
2,994043570,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51f7480>],ESRA magazine,,,2008-,,290,,eng,,,,,[],http://www.esramag.com/,,Online-Ressource,,,[],290,
3,994728107,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51f4640>],Esra yayınları,,,1996-1997,,290,,tur,,,,,[],,,,,,[],290,
4,1008432407,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b51f4540>],Führer-Blätter des Esra,,,1919-1930,,290,,ger,,,,,[],,,,,,[],290,
